"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2008","Italien","Anteil der Bevölkerung  jünger als 15 Jahre","14.1",""
"2008","Italien","Anteil der Bevölkerung jünger als 20 Jahre","19.1",""
"2008","Italien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7",""
"2008","Italien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","30.7",""
"2008","Zypern","Medianalter der Bevölkerung","35.4",""
"2008","Zypern","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2008","Zypern","Anteil der Bevölkerung  jünger als 15 Jahre","18.2",""
"2008","Zypern","Anteil der Bevölkerung jünger als 20 Jahre","26.1",""
"2008","Zypern","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.7",""
"2008","Zypern","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.9",""
"2008","Lettland","Medianalter der Bevölkerung","39.9",""
"2008","Lettland","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2008","Lettland","Anteil der Bevölkerung  jünger als 15 Jahre","14.0",""
"2008","Lettland","Anteil der Bevölkerung jünger als 20 Jahre","21.4",""
"2008","Lettland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.3",""
"2008","Lettland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.7",""
"2008","Litauen","Medianalter der Bevölkerung","39.6",""
"2008","Litauen","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.5",""
"2008","Litauen","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2008","Litauen","Anteil der Bevölkerung jünger als 20 Jahre","23.0",""
"2008","Litauen","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2008","Litauen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.2",""
"2008","Luxemburg","Medianalter der Bevölkerung","38.6",""
"2008","Luxemburg","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.8",""
"2008","Luxemburg","Anteil der Bevölkerung  jünger als 15 Jahre","18.2",""
"2008","Luxemburg","Anteil der Bevölkerung jünger als 20 Jahre","24.1",""
"2008","Luxemburg","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.1",""
"2008","Luxemburg","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.6",""
"2008","Ungarn","Medianalter der Bevölkerung","39.4",""
"2008","Ungarn","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2008","Ungarn","Anteil der Bevölkerung  jünger als 15 Jahre","15.0",""
"2008","Ungarn","Anteil der Bevölkerung jünger als 20 Jahre","21.2",""
"2008","Ungarn","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.8",""
"2008","Ungarn","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.5",""
"2008","Malta","Medianalter der Bevölkerung","39.3",""
"2008","Malta","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.7",""
"2008","Malta","Anteil der Bevölkerung  jünger als 15 Jahre","16.1",""
"2008","Malta","Anteil der Bevölkerung jünger als 20 Jahre","23.0",""
"2008","Malta","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Malta","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.9",""
"2008","Niederlande","Medianalter der Bevölkerung","40.0",""
"2008","Niederlande","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.8",""
"2008","Niederlande","Anteil der Bevölkerung  jünger als 15 Jahre","17.9",""
"2008","Niederlande","Anteil der Bevölkerung jünger als 20 Jahre","24.0",""
"2008","Niederlande","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.2",""
"2008","Niederlande","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","21.8",""
"2008","Österreich","Medianalter der Bevölkerung","40.9",""
"2008","Österreich","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2008","Österreich","Anteil der Bevölkerung  jünger als 15 Jahre","15.4",""
"2008","Österreich","Anteil der Bevölkerung jünger als 20 Jahre","21.4",""
"2008","Österreich","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.0",""
"2008","Österreich","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.4",""
"2008","Polen","Medianalter der Bevölkerung","37.3",""
"2008","Polen","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2008","Polen","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2008","Polen","Anteil der Bevölkerung jünger als 20 Jahre","22.6",""
"2008","Polen","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2008","Polen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","18.9",""
"2008","Portugal","Medianalter der Bevölkerung","40.4",""
"2008","Portugal","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2008","Portugal","Anteil der Bevölkerung  jünger als 15 Jahre","15.6",""
"2008","Portugal","Anteil der Bevölkerung jünger als 20 Jahre","21.1",""
"2008","Portugal","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2008","Portugal","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.6",""
"2008","Rumänien","Medianalter der Bevölkerung","38.7",""
"2008","Rumänien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2008","Rumänien","Anteil der Bevölkerung  jünger als 15 Jahre","16.3",""
"2008","Rumänien","Anteil der Bevölkerung jünger als 20 Jahre","22.7",""
"2008","Rumänien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Rumänien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","22.6",""
"2008","Slowenien","Medianalter der Bevölkerung","41.0","b"
"2008","Slowenien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.6","b"
"2008","Slowenien","Anteil der Bevölkerung  jünger als 15 Jahre","13.9","b"
"2008","Slowenien","Anteil der Bevölkerung jünger als 20 Jahre","19.6","b"
"2008","Slowenien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.5","b"
"2008","Slowenien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.3","b"
"2008","Slowakei","Medianalter der Bevölkerung","36.3",""
"2008","Slowakei","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2008","Slowakei","Anteil der Bevölkerung  jünger als 15 Jahre","15.9",""
"2008","Slowakei","Anteil der Bevölkerung jünger als 20 Jahre","23.1",""
"2008","Slowakei","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.0",""
"2008","Slowakei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.8",""
"2008","Finnland","Medianalter der Bevölkerung","41.5",""
"2008","Finnland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.5",""
"2008","Finnland","Anteil der Bevölkerung  jünger als 15 Jahre","16.9",""
"2008","Finnland","Anteil der Bevölkerung jünger als 20 Jahre","23.1",""
"2008","Finnland","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.4",""
"2008","Finnland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.8",""
"2008","Schweden","Medianalter der Bevölkerung","40.6",""
"2008","Schweden","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.7",""
"2008","Schweden","Anteil der Bevölkerung  jünger als 15 Jahre","16.8",""
"2008","Schweden","Anteil der Bevölkerung jünger als 20 Jahre","23.7",""
"2008","Schweden","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Schweden","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.7",""
"2008","Vereinigtes Königreich","Medianalter der Bevölkerung","39.1",""
"2008","Vereinigtes Königreich","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.9",""
"2008","Vereinigtes Königreich","Anteil der Bevölkerung  jünger als 15 Jahre","17.7",""
"2008","Vereinigtes Königreich","Anteil der Bevölkerung jünger als 20 Jahre","24.2",""
"2008","Vereinigtes Königreich","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.7",""
"2008","Vereinigtes Königreich","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.0",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Medianalter der Bevölkerung","40.4",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.8",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","21.8",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.4",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Medianalter der Bevölkerung","40.4",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.8",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","21.8",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2008","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.4",""
"2008","Europäische Freihandelsassoziation","Medianalter der Bevölkerung","39.9",""
"2008","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.4",""
"2008","Europäische Freihandelsassoziation","Anteil der Bevölkerung  jünger als 15 Jahre","17.0",""
"2008","Europäische Freihandelsassoziation","Anteil der Bevölkerung jünger als 20 Jahre","23.3",""
"2008","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.6",""
"2008","Europäische Freihandelsassoziation","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.2",""
"2008","Island","Medianalter der Bevölkerung","34.6",""
"2008","Island","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.0",""
"2008","Island","Anteil der Bevölkerung  jünger als 15 Jahre","20.9",""
"2008","Island","Anteil der Bevölkerung jünger als 20 Jahre","28.4",""
"2008","Island","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.7",""
"2008","Island","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.1",""
"2008","Liechtenstein","Medianalter der Bevölkerung","39.7",""
"2008","Liechtenstein","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2008","Liechtenstein","Anteil der Bevölkerung  jünger als 15 Jahre","16.8",""
"2008","Liechtenstein","Anteil der Bevölkerung jünger als 20 Jahre","22.9",""
"2008","Liechtenstein","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5",""
"2008","Liechtenstein","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.5",""
"2008","Norwegen","Medianalter der Bevölkerung","38.4",""
"2008","Norwegen","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.2",""
"2008","Norwegen","Anteil der Bevölkerung  jünger als 15 Jahre","19.2",""
"2008","Norwegen","Anteil der Bevölkerung jünger als 20 Jahre","25.8",""
"2008","Norwegen","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.3",""
"2008","Norwegen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","22.1",""
"2008","Schweiz","Medianalter der Bevölkerung","41.0",""
"2008","Schweiz","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2008","Schweiz","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2008","Schweiz","Anteil der Bevölkerung jünger als 20 Jahre","21.5",""
"2008","Schweiz","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1",""
"2008","Schweiz","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.1",""
"2008","Montenegro","Medianalter der Bevölkerung","35.9",""
"2008","Montenegro","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.1",""
"2008","Montenegro","Anteil der Bevölkerung  jünger als 15 Jahre","19.8",""
"2008","Montenegro","Anteil der Bevölkerung jünger als 20 Jahre","27.3",""
"2008","Montenegro","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.6",""
"2008","Montenegro","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.3",""
"2008","Die ehemalige jugoslawische Republik Mazedonien","Medianalter der Bevölkerung","35.2",""
"2008","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.5",""
"2008","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung  jünger als 15 Jahre","18.5",""
"2008","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung jünger als 20 Jahre","26.3",""
"2008","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.0",""
"2008","Die ehemalige jugoslawische Republik Mazedonien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.2",""
"2008","Albanien","Medianalter der Bevölkerung",":",""
"2008","Albanien","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2008","Albanien","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2008","Albanien","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2008","Albanien","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2008","Albanien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2008","Serbien","Medianalter der Bevölkerung","41.1",""
"2008","Serbien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2008","Serbien","Anteil der Bevölkerung  jünger als 15 Jahre","15.4",""
"2008","Serbien","Anteil der Bevölkerung jünger als 20 Jahre","21.4",""
"2008","Serbien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.0",""
"2008","Serbien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.6",""
"2008","Türkei","Medianalter der Bevölkerung","28.2",""
"2008","Türkei","Anteil der Bevölkerung im Alter von 0-4 Jahren","8.2",""
"2008","Türkei","Anteil der Bevölkerung  jünger als 15 Jahre","26.4",""
"2008","Türkei","Anteil der Bevölkerung jünger als 20 Jahre","35.1",""
"2008","Türkei","Anteil der Bevölkerung im Alter von 5-9 Jahren","9.1",""
"2008","Türkei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","10.7",""
"2008","Andorra","Medianalter der Bevölkerung","38.4",""
"2008","Andorra","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.5",""
"2008","Andorra","Anteil der Bevölkerung  jünger als 15 Jahre","14.6",""
"2008","Andorra","Anteil der Bevölkerung jünger als 20 Jahre","19.3",""
"2008","Andorra","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2008","Andorra","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.3",""
"2008","Belarus","Medianalter der Bevölkerung","38.1",""
"2008","Belarus","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2008","Belarus","Anteil der Bevölkerung  jünger als 15 Jahre","14.7",""
"2008","Belarus","Anteil der Bevölkerung jünger als 20 Jahre","22.0",""
"2008","Belarus","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7",""
"2008","Belarus","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.4",""
"2008","Bosnien und Herzegowina","Medianalter der Bevölkerung",":",""
"2008","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2008","Bosnien und Herzegowina","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2008","Bosnien und Herzegowina","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2008","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2008","Bosnien und Herzegowina","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2008","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Medianalter der Bevölkerung",":",""
