"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2010M10","Slovakia","Total","Total","Total","Asylum applicant","Person","35"
"2010M10","Slovakia","Total","Total","Total","First time applicant","Person","25"
"2010M10","Finland","Total","Total","Total","Asylum applicant","Person","265"
"2010M10","Finland","Total","Total","Total","First time applicant","Person",":"
"2010M10","Sweden","Total","Total","Total","Asylum applicant","Person","4,205"
"2010M10","Sweden","Total","Total","Total","First time applicant","Person","4,200"
"2010M10","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,165"
"2010M10","United Kingdom","Total","Total","Total","First time applicant","Person","2,055"
"2010M10","Iceland","Total","Total","Total","Asylum applicant","Person","0"
"2010M10","Iceland","Total","Total","Total","First time applicant","Person",":"
"2010M10","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2010M10","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2010M10","Norway","Total","Total","Total","Asylum applicant","Person","960"
"2010M10","Norway","Total","Total","Total","First time applicant","Person","900"
"2010M10","Switzerland","Total","Total","Total","Asylum applicant","Person","1,390"
"2010M10","Switzerland","Total","Total","Total","First time applicant","Person","1,230"
"2010M10","Total","Total","Total","Total","Asylum applicant","Person","29,835"
"2010M10","Total","Total","Total","Total","First time applicant","Person","24,435"
"2010M11","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","24,845"
"2010M11","European Union (28 countries)","Total","Total","Total","First time applicant","Person","20,125"
"2010M11","Belgium","Total","Total","Total","Asylum applicant","Person","2,735"
"2010M11","Belgium","Total","Total","Total","First time applicant","Person","2,255"
"2010M11","Bulgaria","Total","Total","Total","Asylum applicant","Person","95"
"2010M11","Bulgaria","Total","Total","Total","First time applicant","Person",":"
"2010M11","Czech Republic","Total","Total","Total","Asylum applicant","Person","50"
"2010M11","Czech Republic","Total","Total","Total","First time applicant","Person","25"
"2010M11","Denmark","Total","Total","Total","Asylum applicant","Person","430"
"2010M11","Denmark","Total","Total","Total","First time applicant","Person","430"
"2010M11","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","5,650"
"2010M11","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","4,755"
"2010M11","Estonia","Total","Total","Total","Asylum applicant","Person","0"
"2010M11","Estonia","Total","Total","Total","First time applicant","Person","0"
"2010M11","Ireland","Total","Total","Total","Asylum applicant","Person","155"
"2010M11","Ireland","Total","Total","Total","First time applicant","Person","155"
"2010M11","Greece","Total","Total","Total","Asylum applicant","Person","910"
"2010M11","Greece","Total","Total","Total","First time applicant","Person",":"
"2010M11","Spain","Total","Total","Total","Asylum applicant","Person","290"
"2010M11","Spain","Total","Total","Total","First time applicant","Person","270"
"2010M11","France","Total","Total","Total","Asylum applicant","Person","4,280"
"2010M11","France","Total","Total","Total","First time applicant","Person","3,910"
"2010M11","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2010M11","Croatia","Total","Total","Total","First time applicant","Person",":"
"2010M11","Italy","Total","Total","Total","Asylum applicant","Person","1,040"
"2010M11","Italy","Total","Total","Total","First time applicant","Person","1,040"
"2010M11","Cyprus","Total","Total","Total","Asylum applicant","Person","355"
"2010M11","Cyprus","Total","Total","Total","First time applicant","Person","350"
"2010M11","Latvia","Total","Total","Total","Asylum applicant","Person","5"
"2010M11","Latvia","Total","Total","Total","First time applicant","Person","5"
"2010M11","Lithuania","Total","Total","Total","Asylum applicant","Person","80"
"2010M11","Lithuania","Total","Total","Total","First time applicant","Person","75"
"2010M11","Luxembourg","Total","Total","Total","Asylum applicant","Person","105"
"2010M11","Luxembourg","Total","Total","Total","First time applicant","Person","105"
"2010M11","Hungary","Total","Total","Total","Asylum applicant","Person","130"
"2010M11","Hungary","Total","Total","Total","First time applicant","Person",":"
"2010M11","Malta","Total","Total","Total","Asylum applicant","Person","15"
"2010M11","Malta","Total","Total","Total","First time applicant","Person","10"
"2010M11","Netherlands","Total","Total","Total","Asylum applicant","Person","1,590"
"2010M11","Netherlands","Total","Total","Total","First time applicant","Person","1,415"
"2010M11","Austria","Total","Total","Total","Asylum applicant","Person","1,000"
"2010M11","Austria","Total","Total","Total","First time applicant","Person",":"
"2010M11","Poland","Total","Total","Total","Asylum applicant","Person","550"
"2010M11","Poland","Total","Total","Total","First time applicant","Person","375"
"2010M11","Portugal","Total","Total","Total","Asylum applicant","Person","5"
"2010M11","Portugal","Total","Total","Total","First time applicant","Person","5"
"2010M11","Romania","Total","Total","Total","Asylum applicant","Person","55"
"2010M11","Romania","Total","Total","Total","First time applicant","Person",":"
"2010M11","Slovenia","Total","Total","Total","Asylum applicant","Person","45"
"2010M11","Slovenia","Total","Total","Total","First time applicant","Person","40"
"2010M11","Slovakia","Total","Total","Total","Asylum applicant","Person","25"
"2010M11","Slovakia","Total","Total","Total","First time applicant","Person","15"
"2010M11","Finland","Total","Total","Total","Asylum applicant","Person","245"
"2010M11","Finland","Total","Total","Total","First time applicant","Person",":"
"2010M11","Sweden","Total","Total","Total","Asylum applicant","Person","2,835"
"2010M11","Sweden","Total","Total","Total","First time applicant","Person","2,835"
"2010M11","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,170"
"2010M11","United Kingdom","Total","Total","Total","First time applicant","Person","2,070"
"2010M11","Iceland","Total","Total","Total","Asylum applicant","Person","0"
"2010M11","Iceland","Total","Total","Total","First time applicant","Person",":"
"2010M11","Liechtenstein","Total","Total","Total","Asylum applicant","Person","10"
"2010M11","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2010M11","Norway","Total","Total","Total","Asylum applicant","Person","890"
"2010M11","Norway","Total","Total","Total","First time applicant","Person","810"
"2010M11","Switzerland","Total","Total","Total","Asylum applicant","Person","1,585"
"2010M11","Switzerland","Total","Total","Total","First time applicant","Person","1,355"
"2010M11","Total","Total","Total","Total","Asylum applicant","Person","27,330"
"2010M11","Total","Total","Total","Total","First time applicant","Person","22,290"
"2010M12","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","22,135"
"2010M12","European Union (28 countries)","Total","Total","Total","First time applicant","Person","18,150"
"2010M12","Belgium","Total","Total","Total","Asylum applicant","Person","2,760"
"2010M12","Belgium","Total","Total","Total","First time applicant","Person","2,170"
"2010M12","Bulgaria","Total","Total","Total","Asylum applicant","Person","105"
"2010M12","Bulgaria","Total","Total","Total","First time applicant","Person",":"
"2010M12","Czech Republic","Total","Total","Total","Asylum applicant","Person","50"
"2010M12","Czech Republic","Total","Total","Total","First time applicant","Person","40"
"2010M12","Denmark","Total","Total","Total","Asylum applicant","Person","450"
"2010M12","Denmark","Total","Total","Total","First time applicant","Person","450"
"2010M12","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","4,280"
"2010M12","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","3,700"
"2010M12","Estonia","Total","Total","Total","Asylum applicant","Person","5"
"2010M12","Estonia","Total","Total","Total","First time applicant","Person","0"
"2010M12","Ireland","Total","Total","Total","Asylum applicant","Person","125"
"2010M12","Ireland","Total","Total","Total","First time applicant","Person","120"
"2010M12","Greece","Total","Total","Total","Asylum applicant","Person","395"
"2010M12","Greece","Total","Total","Total","First time applicant","Person",":"
"2010M12","Spain","Total","Total","Total","Asylum applicant","Person","210"
"2010M12","Spain","Total","Total","Total","First time applicant","Person","185"
"2010M12","France","Total","Total","Total","Asylum applicant","Person","5,140"
"2010M12","France","Total","Total","Total","First time applicant","Person","4,625"
"2010M12","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2010M12","Croatia","Total","Total","Total","First time applicant","Person",":"
"2010M12","Italy","Total","Total","Total","Asylum applicant","Person","635"
"2010M12","Italy","Total","Total","Total","First time applicant","Person","635"
"2010M12","Cyprus","Total","Total","Total","Asylum applicant","Person","490"
"2010M12","Cyprus","Total","Total","Total","First time applicant","Person","485"
"2010M12","Latvia","Total","Total","Total","Asylum applicant","Person","10"
"2010M12","Latvia","Total","Total","Total","First time applicant","Person","5"
"2010M12","Lithuania","Total","Total","Total","Asylum applicant","Person","60"
"2010M12","Lithuania","Total","Total","Total","First time applicant","Person","50"
"2010M12","Luxembourg","Total","Total","Total","Asylum applicant","Person","100"
"2010M12","Luxembourg","Total","Total","Total","First time applicant","Person","95"
"2010M12","Hungary","Total","Total","Total","Asylum applicant","Person","100"
"2010M12","Hungary","Total","Total","Total","First time applicant","Person",":"
"2010M12","Malta","Total","Total","Total","Asylum applicant","Person","20"
"2010M12","Malta","Total","Total","Total","First time applicant","Person","15"
"2010M12","Netherlands","Total","Total","Total","Asylum applicant","Person","1,200"
"2010M12","Netherlands","Total","Total","Total","First time applicant","Person","1,050"
"2010M12","Austria","Total","Total","Total","Asylum applicant","Person","905"
"2010M12","Austria","Total","Total","Total","First time applicant","Person",":"
"2010M12","Poland","Total","Total","Total","Asylum applicant","Person","610"
"2010M12","Poland","Total","Total","Total","First time applicant","Person","485"
"2010M12","Portugal","Total","Total","Total","Asylum applicant","Person","15"
"2010M12","Portugal","Total","Total","Total","First time applicant","Person","15"
"2010M12","Romania","Total","Total","Total","Asylum applicant","Person","55"
"2010M12","Romania","Total","Total","Total","First time applicant","Person",":"
"2010M12","Slovenia","Total","Total","Total","Asylum applicant","Person","45"
"2010M12","Slovenia","Total","Total","Total","First time applicant","Person","40"
"2010M12","Slovakia","Total","Total","Total","Asylum applicant","Person","30"
"2010M12","Slovakia","Total","Total","Total","First time applicant","Person","15"
"2010M12","Finland","Total","Total","Total","Asylum applicant","Person","275"
