"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2011Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","10"
"2011Q1","Cyprus","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Cyprus","Total","Total","Total","Humanitarian status","Person","10"
"2011Q1","Cyprus","Total","Total","Total","Rejected","Person","485"
"2011Q1","Latvia","Total","Total","Total","Total","Person","15"
"2011Q1","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q1","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Latvia","Total","Total","Total","Rejected","Person","10"
"2011Q1","Lithuania","Total","Total","Total","Total","Person","65"
"2011Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","5"
"2011Q1","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Lithuania","Total","Total","Total","Rejected","Person","60"
"2011Q1","Luxembourg","Total","Total","Total","Total","Person","230"
"2011Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","10"
"2011Q1","Luxembourg","Total","Total","Total","Geneva Convention status","Person","10"
"2011Q1","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Luxembourg","Total","Total","Total","Rejected","Person","220"
"2011Q1","Hungary","Total","Total","Total","Total","Person","165"
"2011Q1","Hungary","Total","Total","Total","Total positive decisions","Person","35"
"2011Q1","Hungary","Total","Total","Total","Geneva Convention status","Person","15"
"2011Q1","Hungary","Total","Total","Total","Humanitarian status","Person","5"
"2011Q1","Hungary","Total","Total","Total","Rejected","Person","130"
"2011Q1","Malta","Total","Total","Total","Total","Person","35"
"2011Q1","Malta","Total","Total","Total","Total positive decisions","Person","15"
"2011Q1","Malta","Total","Total","Total","Geneva Convention status","Person","5"
"2011Q1","Malta","Total","Total","Total","Humanitarian status","Person","0"
"2011Q1","Malta","Total","Total","Total","Rejected","Person","20"
"2011Q1","Netherlands","Total","Total","Total","Total","Person","3,910"
"2011Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","1,855"
"2011Q1","Netherlands","Total","Total","Total","Geneva Convention status","Person","185"
"2011Q1","Netherlands","Total","Total","Total","Humanitarian status","Person","640"
"2011Q1","Netherlands","Total","Total","Total","Rejected","Person","2,050"
"2011Q1","Austria","Total","Total","Total","Total","Person","3,245"
"2011Q1","Austria","Total","Total","Total","Total positive decisions","Person","1,035"
"2011Q1","Austria","Total","Total","Total","Geneva Convention status","Person","600"
"2011Q1","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Austria","Total","Total","Total","Rejected","Person","2,205"
"2011Q1","Poland","Total","Total","Total","Total","Person","750"
"2011Q1","Poland","Total","Total","Total","Total positive decisions","Person","105"
"2011Q1","Poland","Total","Total","Total","Geneva Convention status","Person","35"
"2011Q1","Poland","Total","Total","Total","Humanitarian status","Person","45"
"2011Q1","Poland","Total","Total","Total","Rejected","Person","650"
"2011Q1","Portugal","Total","Total","Total","Total","Person","30"
"2011Q1","Portugal","Total","Total","Total","Total positive decisions","Person","25"
"2011Q1","Portugal","Total","Total","Total","Geneva Convention status","Person","10"
"2011Q1","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Portugal","Total","Total","Total","Rejected","Person","5"
"2011Q1","Romania","Total","Total","Total","Total","Person","105"
"2011Q1","Romania","Total","Total","Total","Total positive decisions","Person","25"
"2011Q1","Romania","Total","Total","Total","Geneva Convention status","Person","20"
"2011Q1","Romania","Total","Total","Total","Humanitarian status","Person","0"
"2011Q1","Romania","Total","Total","Total","Rejected","Person","80"
"2011Q1","Slovenia","Total","Total","Total","Total","Person","35"
"2011Q1","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2011Q1","Slovenia","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2011Q1","Slovenia","Total","Total","Total","Rejected","Person","30"
"2011Q1","Slovakia","Total","Total","Total","Total","Person","45"
"2011Q1","Slovakia","Total","Total","Total","Total positive decisions","Person","25"
"2011Q1","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Slovakia","Total","Total","Total","Humanitarian status","Person","5"
"2011Q1","Slovakia","Total","Total","Total","Rejected","Person","20"
"2011Q1","Finland","Total","Total","Total","Total","Person","735"
"2011Q1","Finland","Total","Total","Total","Total positive decisions","Person","275"
"2011Q1","Finland","Total","Total","Total","Geneva Convention status","Person","55"
"2011Q1","Finland","Total","Total","Total","Humanitarian status","Person","40"
"2011Q1","Finland","Total","Total","Total","Rejected","Person","460"
"2011Q1","Sweden","Total","Total","Total","Total","Person","6,390"
"2011Q1","Sweden","Total","Total","Total","Total positive decisions","Person","1,775"
"2011Q1","Sweden","Total","Total","Total","Geneva Convention status","Person","470"
"2011Q1","Sweden","Total","Total","Total","Humanitarian status","Person","200"
"2011Q1","Sweden","Total","Total","Total","Rejected","Person","4,615"
"2011Q1","United Kingdom","Total","Total","Total","Total","Person","6,410"
"2011Q1","United Kingdom","Total","Total","Total","Total positive decisions","Person","1,815"
"2011Q1","United Kingdom","Total","Total","Total","Geneva Convention status","Person","1,360"
"2011Q1","United Kingdom","Total","Total","Total","Humanitarian status","Person","415"
"2011Q1","United Kingdom","Total","Total","Total","Rejected","Person","4,595"
"2011Q1","Iceland","Total","Total","Total","Total","Person","5"
"2011Q1","Iceland","Total","Total","Total","Total positive decisions","Person","0"
"2011Q1","Iceland","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2011Q1","Iceland","Total","Total","Total","Rejected","Person","5"
"2011Q1","Liechtenstein","Total","Total","Total","Total","Person","5"
"2011Q1","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2011Q1","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q1","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0"
"2011Q1","Liechtenstein","Total","Total","Total","Rejected","Person","5"
"2011Q1","Norway","Total","Total","Total","Total","Person","3,055"
"2011Q1","Norway","Total","Total","Total","Total positive decisions","Person","1,120"
"2011Q1","Norway","Total","Total","Total","Geneva Convention status","Person","830"
"2011Q1","Norway","Total","Total","Total","Humanitarian status","Person","100"
"2011Q1","Norway","Total","Total","Total","Rejected","Person","1,935"
"2011Q1","Switzerland","Total","Total","Total","Total","Person","3,145"
"2011Q1","Switzerland","Total","Total","Total","Total positive decisions","Person","1,385"
"2011Q1","Switzerland","Total","Total","Total","Geneva Convention status","Person","710"
"2011Q1","Switzerland","Total","Total","Total","Humanitarian status","Person","385"
"2011Q1","Switzerland","Total","Total","Total","Rejected","Person","1,765"
"2011Q1","Total","Total","Total","Total","Total","Person","61,905"
"2011Q1","Total","Total","Total","Total","Total positive decisions","Person","16,070"
"2011Q1","Total","Total","Total","Total","Geneva Convention status","Person","8,375"
"2011Q1","Total","Total","Total","Total","Humanitarian status","Person","2,955"
"2011Q1","Total","Total","Total","Total","Rejected","Person","45,835"
"2011Q2","European Union (28 countries)","Total","Total","Total","Total","Person","57,420"
"2011Q2","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","14,420"
"2011Q2","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","6,865"
"2011Q2","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","2,535"
"2011Q2","European Union (28 countries)","Total","Total","Total","Rejected","Person","43,000"
"2011Q2","Belgium","Total","Total","Total","Total","Person","3,930"
"2011Q2","Belgium","Total","Total","Total","Total positive decisions","Person","1,125"
"2011Q2","Belgium","Total","Total","Total","Geneva Convention status","Person","880"
"2011Q2","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2011Q2","Belgium","Total","Total","Total","Rejected","Person","2,805"
"2011Q2","Bulgaria","Total","Total","Total","Total","Person","115"
"2011Q2","Bulgaria","Total","Total","Total","Total positive decisions","Person","55"
"2011Q2","Bulgaria","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q2","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2011Q2","Bulgaria","Total","Total","Total","Rejected","Person","55"
"2011Q2","Czech Republic","Total","Total","Total","Total","Person","180"
"2011Q2","Czech Republic","Total","Total","Total","Total positive decisions","Person","75"
"2011Q2","Czech Republic","Total","Total","Total","Geneva Convention status","Person","20"
"2011Q2","Czech Republic","Total","Total","Total","Humanitarian status","Person","5"
"2011Q2","Czech Republic","Total","Total","Total","Rejected","Person","105"
"2011Q2","Denmark","Total","Total","Total","Total","Person","985"
"2011Q2","Denmark","Total","Total","Total","Total positive decisions","Person","335"
"2011Q2","Denmark","Total","Total","Total","Geneva Convention status","Person","180"
"2011Q2","Denmark","Total","Total","Total","Humanitarian status","Person","30"
"2011Q2","Denmark","Total","Total","Total","Rejected","Person","650"
"2011Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","9,490"
"2011Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","2,390"
"2011Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","1,725"
"2011Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","525"
"2011Q2","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","7,105"
"2011Q2","Estonia","Total","Total","Total","Total","Person","10"
"2011Q2","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2011Q2","Estonia","Total","Total","Total","Geneva Convention status","Person","0"
"2011Q2","Estonia","Total","Total","Total","Humanitarian status","Person",":"
"2011Q2","Estonia","Total","Total","Total","Rejected","Person","10"
"2011Q2","Ireland","Total","Total","Total","Total","Person","340"
"2011Q2","Ireland","Total","Total","Total","Total positive decisions","Person","25"
"2011Q2","Ireland","Total","Total","Total","Geneva Convention status","Person","15"
"2011Q2","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2011Q2","Ireland","Total","Total","Total","Rejected","Person","315"
"2011Q2","Greece","Total","Total","Total","Total","Person","2,400"
"2011Q2","Greece","Total","Total","Total","Total positive decisions","Person","55"
"2011Q2","Greece","Total","Total","Total","Geneva Convention status","Person","20"
"2011Q2","Greece","Total","Total","Total","Humanitarian status","Person","15"
"2011Q2","Greece","Total","Total","Total","Rejected","Person","2,345"
"2011Q2","Spain","Total","Total","Total","Total","Person","650"
"2011Q2","Spain","Total","Total","Total","Total positive decisions","Person","145"
"2011Q2","Spain","Total","Total","Total","Geneva Convention status","Person","85"
"2011Q2","Spain","Total","Total","Total","Humanitarian status","Person","5"
"2011Q2","Spain","Total","Total","Total","Rejected","Person","505"
"2011Q2","France","Total","Total","Total","Total","Person","11,090"
"2011Q2","France","Total","Total","Total","Total positive decisions","Person","1,195"
"2011Q2","France","Total","Total","Total","Geneva Convention status","Person","870"
"2011Q2","France","Total","Total","Total","Humanitarian status","Person",":"
"2011Q2","France","Total","Total","Total","Rejected","Person","9,900"
"2011Q2","Croatia","Total","Total","Total","Total","Person",":"
"2011Q2","Croatia","Total","Total","Total","Total positive decisions","Person",":"
"2011Q2","Croatia","Total","Total","Total","Geneva Convention status","Person",":"
"2011Q2","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2011Q2","Croatia","Total","Total","Total","Rejected","Person",":"
"2011Q2","Italy","Total","Total","Total","Total","Person","5,460"
"2011Q2","Italy","Total","Total","Total","Total positive decisions","Person","1,620"
